 0.0000000000      0.6070620418      0.7946544290
-0.1066044867      0.4803958237      0.8705488443
 0.1066044867      0.4803958237      0.8705488443
-0.2132089734      0.3325200975      0.9186795950
 0.0000000000      0.3403458297      0.9403003454
 0.2132089734      0.3325200975      0.9186795950
-0.3090170324      0.1784110665      0.9341723323
-0.1076768860      0.1865018308      0.9765360951
 0.1076768860      0.1865018308      0.9765360951
 0.3090170324      0.1784110665      0.9341723323
-0.3945753574      0.0183843318      0.9186795950
-0.2153537720      0.0000000000      0.9765360951
 0.0000000000      0.0000000000      1.0000000000
 0.2153537720      0.0000000000      0.9765360951
 0.3945753574      0.0183843318      0.9186795950
-0.4693372548     -0.1478757262      0.8705488443
-0.2938266098     -0.1702714264      0.9405708909
-0.1076768860     -0.1865018308      0.9765360951
 0.1076768860     -0.1865018308      0.9765360951
 0.2938266098     -0.1702714264      0.9405708909
 0.4693372548     -0.1478757262      0.8705488443
-0.5257311463     -0.3035310209      0.7946544290
-0.3627327681     -0.3325200975      0.8705488443
-0.1813663840     -0.3509044349      0.9186795950
 0.0000000000     -0.3568221331      0.9341723323
 0.1813663691     -0.3509044349      0.9186795950
 0.3627327681     -0.3325200975      0.8705488443
 0.5257311463     -0.3035310209      0.7946544290
